196	1792	36864	38912	64
196	1792	35072	37120	61
196	1280	33792	35840	60
196	1280	32512	34560	60
194	1280	31232	33280	58
194	1280	29952	32000	58
194	1280	28672	30720	59
194	1280	27392	29440	61
195	1280	26112	28160	63
195	1280	24832	26880	67
196	1280	23552	25600	71
196	1280	22272	24320	75
194	1280	20992	23040	77
194	1280	19712	21760	81
190	1280	18432	20480	82
190	1280	17152	19200	86
194	1280	15872	17920	95
194	1280	14592	16640	100
196	1280	13312	15360	106
196	1280	12032	14080	112
196	1280	10752	12800	116
194	1280	10240	11520	117
194	1280	11520	10240	117
194	1280	12800	8960	117
194	1280	14080	8192	116
195	1280	15360	9472	112
195	1280	16640	10752	108
196	1280	17920	12032	105
196	1280	19200	13312	99
194	1280	20480	14592	93
194	1280	21760	15872	88
190	1280	23040	17152	80
190	1280	23040	18432	78
194	1280	21760	19712	81
194	1280	20480	20992	81
196	1280	19200	21248	85
196	1280	17920	19968	90
196	1280	16640	18688	94
196	1280	15360	17408	99
196	1280	14080	16128	104
196	1280	12800	14848	108
196	1280	11520	13568	113
196	1280	10240	12288	118
196	1280	10240	11008	120
196	1280	11520	9728	119
196	1280	12800	8448	119
196	1280	14080	8192	118
196	1280	15360	9472	113
196	1280	16640	10752	109
194	1280	17920	12032	103
194	1280	19200	13312	97
190	1280	20480	14592	89
190	1280	21760	15872	84
194	1280	23040	17152	84
194	1280	24320	18432	80
196	1280	24320	19712	79
196	1280	23040	20992	79
195	1280	21760	22272	78
195	1280	20480	22528	79
194	1280	19200	21248	83
194	1280	17920	19968	88
194	1280	16640	18688	92
194	1280	15360	17408	97
196	1280	14080	16128	104
196	1280	12800	14848	108
196	1280	11520	13568	113
194	1280	10240	12288	116
194	1280	10240	11008	118
190	1280	11520	9728	113
190	1280	12800	8448	113
194	1280	14080	8192	116
194	1280	15360	9472	111
196	1280	16640	10752	109
196	1280	17920	12032	105
195	1280	19200	13312	98
195	1280	20480	14592	94
194	1280	21760	15872	88
194	1280	23040	17152	84
194	1280	24320	18432	80
194	1280	24320	19712	77
196	1280	23040	20992	79
196	1280	21760	22272	79
196	1280	20480	22528	80
196	1280	19200	21248	85
196	1280	17920	19968	90
196	1280	16640	18688	94
196	1280	15360	17408	99
196	1280	14080	16128	104
196	1280	12800	14848	108
196	1280	11520	13568	113
196	1280	10240	12288	118
196	512	10240	11776	119
196	512	10752	11264	119
196	512	11264	10752	119
196	512	11776	10240	119
196	512	12288	9728	118
196	512	12800	9216	118
196	512	13312	8704	118
194	512	13824	8192	116
194	512	14336	8192	115
194	512	14848	8704	113
194	512	15360	9216	111
194	512	15872	9728	109
194	512	16384	10240	109
194	512	16896	10752	107
194	512	17408	11264	105
194	512	17920	11776	103
194	512	18432	12288	101
194	512	18944	12800	99
194	512	19456	13312	97
195	512	19968	13824	96
195	512	20480	14336	94
195	512	20992	14848	92
195	512	21504	15360	90
195	512	22016	15872	88
195	512	22528	16384	87
196	512	23040	16896	87
196	512	23552	17408	85
196	512	24064	17920	83
196	512	24576	18432	81
196	512	25088	18944	80
196	512	25088	19456	79
194	512	24576	19968	76
194	512	24064	20480	76
194	512	23552	20992	76
194	512	23040	21504	76
194	512	22528	22016	75
194	512	22016	22528	75
190	512	21504	23040	72
190	512	20992	23040	73
190	512	20480	22528	74
190	512	19968	22016	76
190	512	19456	21504	78
190	512	18944	20992	80
194	512	18432	20480	86
194	512	17920	19968	88
194	512	17408	19456	90
194	512	16896	18944	92
194	512	16384	18432	94
194	512	15872	17920	95
196	512	15360	17408	99
196	512	14848	16896	101
196	512	14336	16384	103
196	512	13824	15872	104
196	512	13312	15360	106
196	512	12800	14848	108
196	512	12288	14336	110
194	512	11776	13824	110
194	512	11264	13312	112
194	512	10752	12800	114
194	512	10240	12288	116
194	512	10240	11776	117
194	512	10752	11264	117
194	512	11264	10752	117
194	512	11776	10240	117
194	512	12288	9728	116
194	512	12800	9216	116
194	512	13312	8704	116
194	512	13824	8192	116
195	512	14336	8192	116
195	512	14848	8704	114
195	512	15360	9216	112
195	512	15872	9728	110
195	512	16384	10240	110
195	512	16896	10752	108
196	512	17408	11264	107
196	512	17920	11776	105
196	512	18432	12288	103
196	512	18944	12800	101
196	512	19456	13312	99
196	512	19968	13824	97
194	512	20480	14336	93
194	512	20992	14848	91
194	512	21504	15360	89
194	512	22016	15872	87
194	512	22528	16384	86
194	512	23040	16896	85
190	512	23552	17408	79
190	512	23552	17920	78
190	512	23040	18432	78
190	512	22528	18944	77
190	512	22016	19456	77
190	512	21504	19968	77
194	512	20992	20480	81
194	512	20480	20992	81
194	512	19968	21504	81
194	512	19456	21504	82
194	512	18944	20992	84
194	512	18432	20480	86
196	512	17920	19968	90
196	512	17408	19456	92
196	512	16896	18944	94
196	512	16384	18432	96
196	512	15872	17920	97
196	512	15360	17408	99
196	512	14848	16896	101
196	512	14336	16384	103
196	512	13824	15872	104
196	512	13312	15360	106
196	512	12800	14848	108
196	512	12288	14336	110
196	512	11776	13824	112
196	512	11264	13312	114
196	512	10752	12800	116
196	512	10240	12288	118
196	512	10240	11776	119
196	512	10752	11264	119
196	512	11264	10752	119
196	512	11776	10240	119
196	512	12288	9728	118
196	512	12800	9216	118
194	512	13312	8704	116
194	512	13824	8192	116
194	512	14336	8192	115
194	512	14848	8704	113
194	512	15360	9216	111
194	512	15872	9728	109
190	512	16384	10240	105
190	512	16896	10752	103
190	512	17408	11264	101
190	512	17920	11776	99
190	512	18432	12288	97
190	512	18944	12800	95
194	512	19456	13312	97
194	512	19968	13824	95
194	512	20480	14336	93
194	512	20992	14848	91
194	512	21504	15360	89
194	512	22016	15872	87
196	512	22528	16384	88
196	512	23040	16896	87
196	512	23552	17408	85
196	512	24064	17920	83
196	512	24576	18432	81
196	512	25088	18944	80
195	512	25088	19456	78
195	512	24576	19968	77
195	512	24064	20480	77
195	512	23552	20992	77
195	512	23040	21504	77
195	512	22528	22016	76
194	512	22016	22528	75
194	512	21504	23040	76
194	512	20992	23040	77
194	512	20480	22528	78
194	512	19968	22016	80
194	512	19456	21504	82
194	512	18944	20992	84
194	512	18432	20480	86
194	512	17920	19968	88
194	512	17408	19456	90
194	512	16896	18944	92
194	512	16384	18432	94
196	512	15872	17920	97
196	512	15360	17408	99
196	512	14848	16896	101
196	512	14336	16384	103
196	512	13824	15872	104
196	512	13312	15360	106
196	512	12800	14848	108
194	512	12288	14336	108
194	512	11776	13824	110
194	512	11264	13312	112
194	512	10752	12800	114
194	512	10240	12288	116
194	512	10240	11776	117
190	512	10752	11264	113
190	512	11264	10752	113
190	512	11776	10240	113
190	512	12288	9728	112
190	512	12800	9216	112
190	512	13312	8704	112
194	512	13824	8192	116
194	512	14336	8192	115
194	512	14848	8704	113
194	512	15360	9216	111
194	512	15872	9728	109
194	512	16384	10240	109
196	512	16896	10752	109
196	512	17408	11264	107
196	512	17920	11776	105
196	512	18432	12288	103
196	512	18944	12800	101
196	512	19456	13312	99
195	512	19968	13824	96
195	512	20480	14336	94
195	512	20992	14848	92
195	512	21504	15360	90
195	512	22016	15872	88
195	512	22528	16384	87
194	512	23040	16896	85
194	512	23552	17408	83
194	512	24064	17920	81
194	512	24576	18432	79
194	512	24576	18944	78
194	512	24064	19456	78
194	512	23552	19968	78
194	512	23040	20480	78
194	512	22528	20992	77
194	512	22016	21504	77
194	512	21504	22016	77
194	512	20992	22528	77
196	512	20480	22528	80
196	512	19968	22016	82
196	512	19456	21504	84
196	512	18944	20992	86
196	512	18432	20480	88
196	512	17920	19968	90
196	512	17408	19456	92
196	512	16896	18944	94
196	512	16384	18432	96
196	512	15872	17920	97
196	512	15360	17408	99
196	512	14848	16896	101
196	512	14336	16384	103
196	512	13824	15872	104
196	512	13312	15360	106
196	192	13120	15168	108
196	192	12928	14976	108
196	192	12736	14784	110
196	192	12544	14592	110
196	192	12352	14400	110
196	192	12160	14208	112
196	192	11968	14016	112
196	192	11776	13824	112
196	192	11584	13632	113
194	192	11392	13440	112
194	192	11200	13248	113
194	192	11008	13056	113
194	192	10816	12864	114
194	192	10624	12672	115
194	192	10432	12480	116
194	192	10240	12288	116
194	192	10240	12096	117
194	192	10432	11904	117
194	192	10624	11712	116
194	192	10816	11520	116
194	192	11008	11328	116
194	192	11200	11136	116
194	192	11392	10944	117
194	192	11584	10752	116
194	192	11776	10560	116
195	192	11968	10368	118
195	192	12160	10176	118
195	192	12352	9984	117
195	192	12544	9792	117
195	192	12736	9600	118
195	192	12928	9408	117
195	192	13120	9216	117
195	192	13312	9024	117
196	192	13504	8832	118
196	192	13696	8640	118
196	192	13888	8448	117
196	192	14080	8256	118
196	192	14272	8192	118
